"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Esophageal"	"Adult"	"BRAF (673)"	24	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"BRAF (673)"	2	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"BRAF (673)"	1	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"BRAF (673)"	7	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"BRAF (673)"	1	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"BRAF (673)"	1	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"BRAF (673)"	1	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"BRAF (673)"	1	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"BRAF (673)"	2	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"BRAF (673)"	5	1	0.0487804878048781	4	0.0121951219512195	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"BRAF (673)"	2	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"BRAF (673)"	1	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"BRAF (673)"	1	0	0.0487804878048781	4	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"BRAF (673)"	2	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"BRAF (673)"	5	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"BRAF (673)"	4	0	0.116928446771379	67	0	"0.119246593610997"	"0.442063875669245"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"DUSP4 (1846)"	35	3	0.0663176265270506	38	0.00523560209424084	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"DUSP4 (1846)"	29	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"DUSP4 (1846)"	76	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"DUSP4 (1846)"	38	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"DUSP4 (1846)"	53	23	0.0663176265270506	38	0.0401396160558464	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"DUSP4 (1846)"	33	2	0.0663176265270506	38	0.00349040139616056	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"DUSP4 (1846)"	31	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"DUSP4 (1846)"	2	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"DUSP4 (1846)"	45	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"DUSP4 (1846)"	2	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"DUSP4 (1846)"	14	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"DUSP4 (1846)"	25	4	0.0663176265270506	38	0.00698080279232112	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"DUSP4 (1846)"	1	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"DUSP4 (1846)"	8	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"DUSP4 (1846)"	19	1	0.0121951219512195	1	0.0121951219512195	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"DUSP4 (1846)"	8	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"DUSP4 (1846)"	9	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"DUSP4 (1846)"	10	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"DUSP4 (1846)"	1	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"DUSP4 (1846)"	20	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"DUSP4 (1846)"	3	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"DUSP4 (1846)"	5	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"DUSP4 (1846)"	11	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"DUSP4 (1846)"	25	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"DUSP4 (1846)"	16	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"DUSP4 (1846)"	33	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"DUSP4 (1846)"	21	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"DUSP4 (1846)"	22	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"DUSP4 (1846)"	24	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"DUSP4 (1846)"	2	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"DUSP4 (1846)"	1	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"DUSP4 (1846)"	7	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"DUSP4 (1846)"	1	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"DUSP4 (1846)"	1	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"DUSP4 (1846)"	1	1	0.0663176265270506	38	0.00174520069808028	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"DUSP4 (1846)"	1	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"DUSP4 (1846)"	2	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"DUSP4 (1846)"	5	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"DUSP4 (1846)"	2	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"DUSP4 (1846)"	1	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"DUSP4 (1846)"	1	0	0.0121951219512195	1	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"DUSP4 (1846)"	2	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"DUSP4 (1846)"	5	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"DUSP4 (1846)"	4	0	0.0663176265270506	38	0	"0.0729751650093086"	"0.360472151295981"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"MET (4233)"	35	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"MET (4233)"	29	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"MET (4233)"	76	3	0.0244328097731239	14	0.00523560209424084	"1"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"MET (4233)"	38	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"MET (4233)"	53	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"MET (4233)"	33	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"MET (4233)"	31	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"MET (4233)"	2	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"MET (4233)"	45	6	0.0244328097731239	14	0.0104712041884817	"1"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"MET (4233)"	2	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"MET (4233)"	14	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"MET (4233)"	25	2	0.0244328097731239	14	0.00349040139616056	"1"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"MET (4233)"	1	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"MET (4233)"	8	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"MET (4233)"	19	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"MET (4233)"	8	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"MET (4233)"	9	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"MET (4233)"	10	1	0.024390243902439	2	0.0121951219512195	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"MET (4233)"	1	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"MET (4233)"	20	1	0.0244328097731239	14	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"MET (4233)"	3	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"MET (4233)"	5	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"MET (4233)"	11	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"MET (4233)"	25	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"MET (4233)"	16	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"MET (4233)"	33	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"MET (4233)"	21	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"MET (4233)"	22	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"MET (4233)"	24	1	0.0244328097731239	14	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"MET (4233)"	2	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"MET (4233)"	1	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"MET (4233)"	7	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"MET (4233)"	1	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"MET (4233)"	1	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"MET (4233)"	1	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"MET (4233)"	1	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"MET (4233)"	2	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"MET (4233)"	5	1	0.024390243902439	2	0.0121951219512195	"1"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"MET (4233)"	2	1	0.0244328097731239	14	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"MET (4233)"	1	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"MET (4233)"	1	0	0.024390243902439	2	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"MET (4233)"	2	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"MET (4233)"	5	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"MET (4233)"	4	0	0.0244328097731239	14	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"SMARCA2 (6595)"	35	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"SMARCA2 (6595)"	29	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"SMARCA2 (6595)"	76	15	0.0453752181500873	26	0.0261780104712042	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"SMARCA2 (6595)"	38	2	0.0453752181500873	26	0.00349040139616056	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"SMARCA2 (6595)"	53	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"SMARCA2 (6595)"	33	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"SMARCA2 (6595)"	31	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"SMARCA2 (6595)"	2	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"SMARCA2 (6595)"	45	1	0.0453752181500873	26	0.00174520069808028	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"SMARCA2 (6595)"	2	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"SMARCA2 (6595)"	14	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"SMARCA2 (6595)"	25	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"SMARCA2 (6595)"	1	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"SMARCA2 (6595)"	8	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"SMARCA2 (6595)"	19	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"SMARCA2 (6595)"	8	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"SMARCA2 (6595)"	9	1	0.0453752181500873	26	0.00174520069808028	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"SMARCA2 (6595)"	10	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"SMARCA2 (6595)"	1	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"SMARCA2 (6595)"	20	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"SMARCA2 (6595)"	3	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"SMARCA2 (6595)"	5	1	0.0453752181500873	26	0.00174520069808028	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"SMARCA2 (6595)"	11	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"SMARCA2 (6595)"	25	1	0.0453752181500873	26	0.00174520069808028	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"SMARCA2 (6595)"	16	2	0.0453752181500873	26	0.00349040139616056	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"SMARCA2 (6595)"	33	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"SMARCA2 (6595)"	21	3	0.0453752181500873	26	0.00523560209424084	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"SMARCA2 (6595)"	22	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"SMARCA2 (6595)"	24	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"SMARCA2 (6595)"	2	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"SMARCA2 (6595)"	1	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"SMARCA2 (6595)"	7	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"SMARCA2 (6595)"	1	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"SMARCA2 (6595)"	1	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"SMARCA2 (6595)"	1	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"SMARCA2 (6595)"	1	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"SMARCA2 (6595)"	2	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"SMARCA2 (6595)"	5	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"SMARCA2 (6595)"	2	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"SMARCA2 (6595)"	1	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"SMARCA2 (6595)"	1	0	0	0	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"SMARCA2 (6595)"	2	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"SMARCA2 (6595)"	5	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"SMARCA2 (6595)"	4	0	0.0453752181500873	26	0	"0.0606479263227665"	"0.316941137385211"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"MITF (4286)"	35	0	0.0401396160558464	23	0	"0.342962068877712"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"MITF (4286)"	29	0	0.0401396160558464	23	0	"0.342962068877712"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"MITF (4286)"	76	0	0.0401396160558464	23	0	"0.342962068877712"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"MITF (4286)"	38	0	0.0401396160558464	23	0	"0.342962068877712"	"0.767645568230191"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"MITF (4286)"	53	22	0.0401396160558464	23	0.0383944153577661	"0.342962068877712"	"0.767645568230191"	"Fraction of
adult lines
dependent"
