"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-000092"	"NCIH2452"	"NCIH2452_PLEURA"	""	908462	"lung"	"mesothelioma"	""	""	"Male"	"ATCC"	2	-4.02109454390076	"Adherent"	"RPMI; 10% FBS"	"14.3"	"CVCL_1553"	"pleura"	"Metastasis"	"Lung Cancer"	"Mesothelioma"	NA	"SIDM00722"	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000093"	"PANC0504"	"PANC0504_PANCREAS"	""	NA	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1637"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	77	""	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000094"	"HPAFII"	"HPAFII_PANCREAS"	""	724869	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0313"	"ascites"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	44	"SIDM00669"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000097"	"ZR751"	"ZR751_BREAST"	""	NA	"breast"	"breast_ductal_carcinoma"	"ERpos_HER2neg"	"luminal"	"Female"	"ATCC"	2	-4.29022959399066	"Adherent"	"RPMI; 10% FBS"	"20.9"	"CVCL_0588"	"ascites"	"Metastasis"	"Breast Cancer"	"Breast Ductal Carcinoma"	63	"SIDM00314"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000098"	"GAMG"	"GAMG_CENTRAL_NERVOUS_SYSTEM"	""	906868	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Female"	"DSMZ"	2	-5.02631484896104	"Adherent"	"DMEM, 10%FBS, 2mM Glutamax-1"	"8.9"	"CVCL_1226"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	42	"SIDM01055"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000102"	"GMS10"	"GMS10_CENTRAL_NERVOUS_SYSTEM"	""	906873	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"DSMZ"	NA	NA	""	""	""	"CVCL_1233"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	49	"SIDM01074"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000103"	"CAOV4"	"CAOV4_OVARY"	""	949090	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0202"	"ovary"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	45	"SIDM00918"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000107"	"CAPAN2"	"CAPAN2_PANCREAS"	""	910915	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0026"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	56	"SIDM00943"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000108"	"KP3"	"KP3_PANCREAS"	""	1298219	"pancreas"	"exocrine"	"exocrine_adenosquamous"	""	"Male"	"HSRRB"	3	-3.97200700629935	"Adherent"	"RPMI-1640: 10%FBS"	"30.9"	"CVCL_3005"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenosquamous Carcinoma, exocrine"	75	"SIDM00571"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000109"	"NCIH3255"	"NCIH3255_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Female"	"Academic lab"	NA	NA	""	""	""	"CVCL_6831"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00046"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000110"	"NCCSTCK140"	"NCCSTCK140_STOMACH"	""	NA	"gastric"	"gastric_adenocarcinoma"	""	""	"Female"	"RIKEN"	0	-0.942038194331709	""	""	"46.7"	"CVCL_3055"	"stomach"	""	"Gastric Cancer"	"Adenocarcinoma"	36	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000111"	"HCC1187"	"HCC1187_BREAST"	""	749711	"breast"	"breast_ductal_carcinoma"	"ERneg_HER2neg"	"basal_A"	"Female"	"ATCC"	2	-2.76223376713813	"Mixed Adherent and Suspension"	"RPMI; 10% FBS"	"9.2"	"CVCL_1247"	"breast"	"Primary"	"Breast Cancer"	"Breast Ductal Carcinoma"	41	"SIDM00885"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000114"	"SU8686"	"SU8686_PANCREAS"	""	1240218	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Female"	"ATCC"	1	-3.97051339862434	"Adherent"	"RPMI; 10% FBS"	"10.2"	"CVCL_3881"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	57	"SIDM01188"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000115"	"VCAP"	"VCAP_PROSTATE"	""	1299075	"prostate"	"prostate_adenocarcinoma"	""	""	"Male"	"ATCC"	2	-2.86808810121495	"Adherent"	"DMEM; 10% FBS"	"45.8"	"CVCL_2235"	"bone"	"Metastasis"	"Prostate Cancer"	"Adenocarcinoma"	59	"SIDM01077"	""	"Prostate"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000116"	"OAW28"	"OAW28_OVARY"	""	946360	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"ECACC"	2	-4.53244487330183	"Adherent"	"DMEM; 10% FBS"	"49.9"	"CVCL_1614"	"ascites"	"Metastasis"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	NA	"SIDM00481"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000117"	"EFM192A"	"EFM192A_BREAST"	""	1290798	"breast"	"breast_adenocarcinoma"	"ERpos_HER2pos"	"HER2_amp"	"Female"	"DSMZ"	NA	NA	""	""	""	"CVCL_1812"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Adenocarcinoma"	46	"SIDM01002"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000118"	"HUPT3"	"HUPT3_PANCREAS"	""	907285	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"DSMZ"	4	-4.45066332470034	"Adherent"	"MEM; 10% FBS"	"29.8"	"CVCL_1299"	"ascites"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	66	"SIDM00533"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000119"	"HS863T"	"HS863T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_bone"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0959"	"fibroblast"	""	"Fibroblast"	"Bone"	5	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000121"	"NCIH2405"	"NCIH2405_LUNG"	""	687821	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1551"	"ascites"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	47	"SIDM00724"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000123"	"COV434"	"COV434_OVARY"	""	NA	"ovary"	"ovary_adenocarcinoma"	"endometrioid"	""	"Female"	"ECACC"	3	-4.12230772142851	"Adherent"	"DMEM; 10% FBS; 2mM L-glutamine"	"57"	"CVCL_2010"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, endometrioid"	NA	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-000125"	"TO175T"	"TO175T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_lymphocyte"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_3806"	"lymph_node"	"Metastasis"	"Fibroblast"	"Lymphoma"	29	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000127"	"SLR20"	"SLR20_KIDNEY"	""	NA	"kidney"	"renal_cell_carcinoma"	""	""	"Unknown"	"Academic lab"	1	-5.4602425618301	"Adherent"	"RPMI; 10% FBS"	"12"	"CVCL_V606"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-000128"	"LN319"	"LN319_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"astrocytoma"	""	"Male"	"Academic lab"	2	-3.11251365687467	"Adherent"	"DMEM: 90.0%"	"31.2"	"CVCL_3958"	"central_nervous_system"	""	"Brain Cancer"	"Astrocytoma"	67	""	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000129"	"NCIH1341"	"NCIH1341_LUNG"	""	1330964	"lung"	"SCLC"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1463"	"cervix"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	"SIDM00646"	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000131"	"HS229T"	"HS229T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_lung"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0698"	"fibroblast"	"Primary"	"Fibroblast"	"Lung"	65	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000132"	"JHOS2"	"JHOS2_OVARY"	""	1479995	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	"Female"	"RIKEN"	1	-4.49848669984283	"Adherent"	"DMEM/F12 (1:1);10 % FBS;"	"16.2"	"CVCL_4647"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	45	"SIDM00305"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000133"	"HS729"	"HS729_SOFT_TISSUE"	""	NA	"fibroblast"	"fibroblast_soft_tissue"	""	""	"Male"	"ATCC"	2	-4.42644442063	"Adherent"	"DMEM; 5% FBS"	"28"	"CVCL_0871"	"fibroblast"	"Primary"	"Fibroblast"	"Soft tissue"	74	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000134"	"HS274T"	"HS274T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_breast"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0711"	"fibroblast"	""	"Fibroblast"	"Breast"	66	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000135"	"HS940T"	"HS940T_FIBROBLAST"	""	1298145	"fibroblast"	"fibroblast_skin"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1038"	"fibroblast"	"Primary"	"Fibroblast"	"Skin"	57	"SIDM00662"	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000137"	"8MGBA"	"8MGBA_CENTRAL_NERVOUS_SYSTEM"	""	687562	"central_nervous_system"	"glioma"	"astrocytoma"	""	"Female"	"DSMZ"	2	-3.7124310670505	"Adherent"	"EMEM: 80.0%"	"45.7"	"CVCL_1052"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	54	"SIDM00998"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000138"	"CFPAC1"	"CFPAC1_PANCREAS"	""	906821	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	3	-3.73875236410152	"Adherent"	"DMEM; 10% FBS"	"32.9"	"CVCL_1119"	"liver"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	26	"SIDM00130"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000139"	"PANC0327"	"PANC0327_PANCREAS"	""	925346	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_1635"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	65	"SIDM01138"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000141"	"SNU308"	"SNU308_BILIARY_TRACT"	""	NA	"bile_duct"	"gallbladder_adenocarcinoma"	""	""	"Unknown"	"KCLB"	3	-3.5059861547743	"Adherent"	"RPMI-1640,10%FBS plus NaHCO3"	"18.6"	"CVCL_5048"	"biliary_tract"	""	"Gallbladder Cancer"	"Adenocarcinoma"	NA	"SIDM00161"	""	"Gallbladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000142"	"CAL29"	"CAL29_URINARY_TRACT"	""	1290730	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"Female"	"DSMZ"	2	-3.56937405871061	"Adherent"	"DMEM; 10% FBS"	"17.2"	"CVCL_1808"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	80	"SIDM00936"	""	"Bladder"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000143"	"HCC2429"	"HCC2429_LUNG"	""	NA	"lung"	"NSCLC"	""	""	"Female"	"Academic lab"	2	-3.45092334643184	"Adherent"	"RPMI; 10% FBS"	"24.6"	"CVCL_5132"	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	34	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"no"
"ACH-000144"	"RERFGC1B"	"RERFGC1B_STOMACH"	""	1240209	"gastric"	"gastric_adenocarcinoma"	""	""	"Male"	"HSRRB"	0	-0.790568273618478	"Adherent"	"RPMI-1640: 90.0%,10%FBS"	"2"	"CVCL_3152"	"lymph_node"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma"	41	"SIDM00358"	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000145"	"SKLMS1"	"SKLMS1_SOFT_TISSUE"	""	909720	"soft_tissue"	"leiomyosarcoma"	""	""	"Female"	"ATCC"	NA	NA	""	""	""	"CVCL_0628"	"soft_tissue"	"Primary"	"Sarcoma"	"Leiomyosarcoma"	43	"SIDM01109"	""	"Leiomyosarcoma"	"Adult"	26	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000147"	"T47D"	"T47D_BREAST"	""	905945	"breast"	"breast_ductal_carcinoma"	"ERpos_HER2neg"	"luminal"	"Female"	"ATCC"	2	-4.72416025037335	"Adherent"	"RPMI; 10% FBS, 2ug/ml Human Insulin"	"32"	"CVCL_0553"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Breast Ductal Carcinoma"	54	"SIDM00097"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000148"	"HS578T"	"HS578T_BREAST"	""	905957	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"Female"	"ATCC"	3	-4.53665360390437	"Adherent"	"DMEM; 10% FBS"	"29.1"	"CVCL_0332"	"breast"	"Primary"	"Breast Cancer"	"Carcinoma"	74	"SIDM00135"	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000150"	"HCC2935"	"HCC2935_LUNG"	""	NA	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ATCC"	1	-3.18379495963758	"Adherent"	"RPMI-1640: 10%FBS"	"16.8"	"CVCL_1265"	"pleural_effusion"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	39	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000152"	"M059K"	"M059K_CENTRAL_NERVOUS_SYSTEM"	""	NA	"central_nervous_system"	"glioma"	"glioblastoma"	""	"Male"	"ATCC"	2	-4.57867314547877	"Adherent"	"DMEM/F12 (1:1);10 % FBS;"	"25.5"	"CVCL_0401"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	33	"SIDM00639"	""	"Glioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"DepMap"	"no"	"CCLE"
"ACH-000153"	"NCIH2052"	"NCIH2052_PLEURA"	""	688058	"lung"	"mesothelioma"	""	""	"Male"	"ATCC"	1	-2.70454370377101	"Adherent"	"RPMI; 10% FBS"	"30.5"	"CVCL_1518"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Mesothelioma"	65	"SIDM00713"	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000154"	"HS888T"	"HS888T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_bone"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0979"	"fibroblast"	""	"Fibroblast"	"Bone"	20	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000155"	"SW1990"	"SW1990_PANCREAS"	""	910907	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1723"	"spleen"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	56	"SIDM01165"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000159"	"OSRC2"	"OSRC2_KIDNEY"	""	909250	"kidney"	"renal_cell_carcinoma"	""	""	"Male"	"RIKEN"	2	-4.23848587638706	"Adherent"	"RPMI;10% FBS;"	"19.4"	"CVCL_1626"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	"SIDM00239"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000161"	"CORL105"	"CORL105_LUNG"	""	906805	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"Male"	"ECACC"	NA	NA	""	""	""	"CVCL_1138"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	"SIDM00513"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000163"	"SW579"	"SW579_THYROID"	""	NA	"thyroid"	"thyroid_squamous"	""	""	"Male"	"ATCC"	2	-4.24510400959277	"Adherent"	"DMEM: 90.0%"	"47.5"	"CVCL_3603"	"thyroid"	"Primary"	"Thyroid Cancer"	"Squamous Cell Carcinoma"	59	"SIDM01167"	""	"Thyroid"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000164"	"PANC1"	"PANC1_PANCREAS"	""	NA	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	2	-4.71033636980541	"Adherent"	"DMEM; 10% FBS"	"3.6"	"CVCL_0480"	"pancreas"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	NA	"SIDM00610"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000165"	"HS751T"	"HS751T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_lymphocyte"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_0891"	"fibroblast"	""	"Fibroblast"	"Lymphoma"	NA	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000167"	"KE97"	"KE97_STOMACH"	""	NA	"gastric"	"gastric_adenocarcinoma"	"mucinous"	""	"Male"	"RIKEN"	2	-2.29266740199477	"Semi-Adherent"	"RPMI-1640: 90.0%"	"10.5"	"CVCL_3386"	"abdomen"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, mucinous"	52	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"DepMap"	"no"	"no"	"no"
"ACH-000170"	"PRECLH"	"PRECLH_PROSTATE"	""	NA	"engineered_prostate"	""	""	""	"Unknown"	"Academic lab"	NA	NA	""	""	""	"CVCL_V626"	"prostate"	""	"Engineered"	""	NA	""	""	"Immortalized"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"no"	"CCLE"
"ACH-000171"	"VMRCRCZ"	"VMRCRCZ_KIDNEY"	""	909781	"kidney"	"renal_cell_carcinoma"	""	""	"Unknown"	"HSRRB"	NA	NA	""	""	""	"CVCL_1791"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	"SIDM00317"	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000173"	"JHUEM3"	"JHUEM3_ENDOMETRIUM"	""	NA	"uterus"	"endometrial_adenocarcinoma"	""	""	"Female"	"RIKEN"	NA	NA	""	""	""	"CVCL_4657"	"endometrium"	""	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	NA	""	""	"Endometrial/Uterine"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000174"	"CAL62"	"CAL62_THYROID"	""	906828	"thyroid"	"thyroid_carcinoma"	"anaplastic"	""	"Female"	"DSMZ"	2	-4.53910742770756	"Adherent"	"DMEM + 10% FBS"	"7.5"	"CVCL_1112"	"pleural_effusion"	"Primary"	"Thyroid Cancer"	"Carcinoma, anaplastic"	70	"SIDM00931"	""	"Thyroid"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000175"	"TE159T"	"TE159T_FIBROBLAST"	""	NA	"fibroblast"	"fibroblast_soft_tissue"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1743"	"fibroblast"	""	"Fibroblast"	"Soft tissue"	6	""	""	"Fibroblast"	"Fibroblast"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"no"	"CCLE"
"ACH-000176"	"LOUNH91"	"LOUNH91_LUNG"	""	1298226	"lung"	"NSCLC"	"NSCLC_squamous"	""	"Female"	"DSMZ"	NA	NA	""	""	""	"CVCL_2104"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	64	"SIDM00341"	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"no"	"Sanger"	"CCLE"
"ACH-000177"	"NCIH660"	"NCIH660_PROSTATE"	""	1330975	"prostate"	"prostate_small_cell"	""	""	"Male"	"ATCC"	NA	NA	""	""	""	"CVCL_1576"	"lymph_node"	"Metastasis"	"Prostate Cancer"	"Small Cell Carcinoma"	63	"SIDM01123"	""	"Prostate"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
"ACH-000178"	"HS766T"	"HS766T_PANCREAS"	""	1298141	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"Male"	"ATCC"	2	-4.27468016958735	"Adherent"	"DMEM; 10% FBS"	"6.2"	"CVCL_0334"	"lymph_node"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	46	"SIDM00664"	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"DepMap"	"CCLE"	"CCLE"	"Sanger"	"CCLE"
